sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
26340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385000000000003,0.0
26400,0.0,0.10019326210021973,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,25,4266,435,0.1172,0.11513
26460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15391,0.0
26520,0.0,0.0796968936920166,0.0,0.0,0.0,0.0,0.0,0.0,28,4266,435,0.09823,0.09988
26580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10459,0.0
26640,0.0,0.06370091438293457,0.0,0.0,0.0,0.0,0.0,0.0,22,4266,435,0.07193,0.07466
26700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078,0.0
26760,0.0,0.09618663787841797,0.0,0.0,0.016038894653320312,0.0,0.0,0.0,33,4266,435,0.13413999999999998,0.12249
26820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05217999999999999,0.0
26880,0.0,0.07982540130615234,0.0,0.0,0.0,0.0,0.0,0.0,24,4266,435,0.08433999999999998,0.09173
26940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07412999999999999,0.0
27000,0.0,0.07930779457092285,0.0,0.0,0.0,0.0,0.0,0.0,28,4266,435,0.08768000000000002,0.09373
27060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09409999999999999,0.0
27120,0.0,0.06362342834472656,0.0,0.0,0.0,0.0,0.0,0.0,20,4266,435,0.06823,0.07597
27180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1073,0.0
27240,0.0,0.12874412536621094,0.0,0.0,0.0,0.0,0.0,0.0,31,4266,435,0.12929,0.1472
27300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691,0.0
27360,0.0,0.04945182800292969,0.0,0.0,0.0,0.0,0.0,0.0,18,4266,435,0.055740000000000005,0.06429
27420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06203,0.0
27480,0.0,0.042838335037231445,0.0,0.0,0.015935897827148438,0.0,0.0,0.0,17,4266,435,0.05231,0.0684
27540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07279000000000001,0.0
27600,0.0,0.06294083595275879,0.0,0.0,0.0,0.0,0.0,0.0,23,4266,435,0.07543000000000001,0.07753
27660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09513999999999999,0.0
27720,0.0,0.08024215698242188,0.0,0.0,0.002004384994506836,0.0,0.0,0.0,22,4266,435,0.09405,0.09105
27780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05149,0.0
27840,0.0,0.09571099281311035,0.0,0.0,0.014221906661987305,0.0,0.0,0.0,31,4266,435,0.1209,0.11397
27900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03535,0.0
27960,0.0,0.04830145835876465,0.0,0.0,0.014908790588378906,0.0,0.0,0.0,17,4266,435,0.0522,0.06017
28020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06817,0.0
28080,0.0,0.05044269561767578,0.0,0.0,0.0,0.0,0.0,0.0,14,4266,435,0.04528,0.05957
28140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03252,0.0
28200,0.0,0.015787839889526367,0.0,0.0,0.0,0.0,0.0,0.0,8,4266,435,0.02223,0.03606
28260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05700999999999999,0.0
28320,0.0,0.026103734970092773,0.0,0.0,0.0,0.0,0.0,0.0,14,4266,435,0.03923,0.0457
28380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09899999999999998,0.0
28440,0.0,0.03775739669799805,0.0,0.0,0.0,0.0,0.0,0.0,14,4266,435,0.06874000000000001,0.06195
28500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09133999999999999,0.0
28560,0.0,0.02726125717163086,0.0,0.0,0.0010051727294921875,0.0,0.0,0.0,9,4266,435,0.029570000000000006,0.04947
28620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05014,0.0
28680,0.0,0.06369590759277344,0.0,0.0,0.0,0.0,0.0,0.0,20,4266,435,0.08986,0.08123
28740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03671,0.0
28800,0.0,0.06268882751464844,0.0,0.0,0.004232645034790039,0.0,0.0,0.0,16,4266,435,0.05454,0.07814
28860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028050000000000002,0.0
28920,0.0,0.025847673416137695,0.0,0.0,0.0020029544830322266,0.0,0.0,0.0,5,4266,435,0.02226,0.03667
28980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04015,0.0
29040,0.0,0.045630693435668945,0.0,0.0,0.002004384994506836,0.0,0.0,0.0,13,4266,435,0.06965000000000002,0.05716
29100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04909000000000001,0.0
29160,0.0,0.030709028244018555,0.0,0.0,0.01569533348083496,0.0,0.0,0.0,11,4266,435,0.039999999999999994,0.05811
29220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703,0.0
29280,0.0,0.05452990531921387,0.0,0.0,0.0,0.0,0.0,0.0,12,4266,435,0.05127,0.07421
29340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06061,0.0
29400,0.0,0.0813899040222168,0.0,0.0,0.003253459930419922,0.0,0.0,0.0,11,4266,435,0.05580000000000001,0.10029
29460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01611,0.0
29520,0.0,0.028873205184936523,0.0,0.0,0.011748313903808594,0.0,0.0,0.0,12,4266,435,0.050449999999999995,0.05128
29580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03763,0.0
29640,0.0,0.031793832778930664,0.0,0.0,0.0,0.0,0.0,0.0,10,4266,435,0.05354999999999999,0.05679
29700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030840000000000003,0.0
29760,0.0,0.0353090763092041,0.0,0.0,0.00580906867980957,0.0,0.0,0.0,7,4266,435,0.03798,0.06792
29820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030650000000000004,0.0
29880,0.0,0.03188943862915039,0.0,0.0,0.0020036697387695312,0.0,0.0,0.0,11,4266,435,0.040999999999999995,0.04025
29940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045759999999999995,0.0
30000,0.0,0.026662349700927734,0.0,0.0,0.0,0.0,0.0,0.0,7,4266,435,0.03238,0.03671
30060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03816,0.0
30120,0.0,0.060018062591552734,0.0,0.0,0.0040819644927978516,0.0,0.0,0.0,15,4266,435,0.05223,0.06206
30180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02607,0.0
30240,0.0,0.03248238563537598,0.0,0.0,0.0,0.0,0.0,0.0,10,4266,435,0.0408,0.04696
30300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032000000000001,0.0
30360,0.0,0.04284954071044922,0.0,0.0,0.0020055770874023438,0.0,0.0,0.0,12,4266,435,0.07575,0.05801
30420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046239999999999996,0.0
30480,0.0,0.05733942985534668,0.0,0.0,0.0020036697387695312,0.0,0.0,0.0,12,4266,435,0.0391,0.058
30540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0
30600,0.0,0.017162799835205078,0.0,0.0,0.0,0.0,0.0,0.0,9,4266,435,0.04704,0.0372
30660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04716000000000001,0.0
30720,0.0,0.04254722595214844,0.0,0.0,0.002006053924560547,0.0,0.0,0.0,14,4266,435,0.04633000000000001,0.06924
30780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08710999999999999,0.0
30840,0.0,0.05104470252990723,0.0,0.0,0.0,0.0,0.0,0.0,16,4266,435,0.05627,0.06524
30900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05044,0.0
30960,0.0,0.04982757568359375,0.0,0.0,0.002004384994506836,0.0,0.0,0.0,19,4266,435,0.0656,0.06279
31020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03812,0.0
31080,0.0,0.06616640090942383,0.0,0.0,0.0020058155059814453,0.0,0.0,0.0,22,4266,435,0.07910999999999999,0.08349
31140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04693,0.0
31200,0.0,0.05106377601623535,0.0,0.0,0.0020787715911865234,0.0,0.0,0.0,19,4266,435,0.0649,0.07442
31260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08006,0.0
31320,0.0,0.04199981689453125,0.0,0.0,0.0017333030700683594,0.0,0.0,0.0,17,4266,435,0.08116000000000001,0.06768
31380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07648999999999999,0.0
31440,0.0,0.06349539756774902,0.0,0.0,0.0,0.0,0.0,0.0,24,4266,435,0.08008,0.08666
31500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0
31560,0.0,0.06323480606079102,0.0,0.0,0.0,0.0,0.0,0.0,16,4266,435,0.06032,0.07741
31620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06603999999999999,0.0
31680,0.0,0.08301949501037598,0.0,0.0,0.0020041465759277344,0.0,0.0,0.0,23,4266,435,0.08907000000000001,0.09262
31740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08467,0.0
31800,0.0,0.1080176830291748,0.0,0.0,0.0,0.0,0.0,0.0,37,4266,435,0.12181999999999998,0.12535
31860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09846,0.0
31920,0.0,0.10916614532470703,0.0,0.0,0.0,0.0,0.0,0.0,34,4266,435,0.11118000000000001,0.12456
31980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05531999999999999,0.0
32040,0.0,0.09108471870422363,0.0,0.0,0.0020036697387695312,0.0,0.0,0.0,29,4266,435,0.09605000000000002,0.10288
32100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09677000000000001,0.0
32160,0.0,0.10464978218078613,0.0,0.0,0.0,0.0,0.0,0.0,37,4266,435,0.14160999999999999,0.12231
32220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13291999999999995,0.0
32280,0.0,0.08397126197814941,0.0,0.0,0.0,0.0,0.0,0.0,25,4266,435,0.0905,0.09673
32340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13774999999999998,0.0
32400,0.0,0.18544507026672363,0.0,0.0,0.0,0.0,0.0,0.0,50,4266,435,0.2605,0.20025
32460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215,0.0
32520,0.0,0.09407544136047363,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,30,4266,435,0.14297999999999997,0.10738
32580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15798999999999996,0.0
32640,0.0,0.1451122760772705,0.0,0.0,0.0,0.0,0.0,0.0,41,4266,435,0.16423000000000004,0.15363
32700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19894,0.0
32760,0.0,0.13161015510559082,0.0,0.0,0.0,0.0,0.0,0.0,47,4266,435,0.20052999999999999,0.14596
32820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2257999999999999,0.0
32880,0.0,0.13231468200683594,0.0,0.0,0.0,0.0,0.0,0.0,48,4266,435,0.21752000000000005,0.15329
32940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26524000000000003,0.0
33000,0.0,0.330855131149292,0.0,0.0,0.005481719970703125,0.0,0.0,0.0,68,4266,435,0.38136000000000014,0.36125
33060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22405999999999998,0.0
33120,0.0,0.15840959548950195,0.0,0.0,0.0,0.0,0.0,0.0,56,4266,435,0.18036000000000002,0.18833
33180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19013999999999998,0.0
33240,0.0,0.1678462028503418,0.0,0.0,0.0,0.0,0.0,0.0,55,4266,435,0.18198999999999996,0.18535
33300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17811000000000005,0.0
33360,0.0,0.15636181831359863,0.0,0.0,0.0,0.0,0.0,0.0,57,4266,435,0.23112000000000008,0.18293
33420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22919,0.0
33480,0.0,0.27227783203125,0.0,0.0,0.0020041465759277344,0.0,0.0,0.0,74,4266,435,0.31464999999999993,0.28062
33540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20195000000000005,0.0
33600,0.0,0.21614313125610352,0.0,0.0,0.0,0.0,0.0,0.0,70,4266,435,0.22358999999999996,0.23654
33660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536300000000001,0.0
33720,0.0,0.23012495040893555,0.0,0.0,0.0,0.0,0.0,0.0,67,4266,435,0.23632,0.24407
33780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401499999999999,0.0
33840,0.0,0.2349693775177002,0.0,0.0,0.0,0.0,0.0,0.0,74,4266,435,0.30162,0.25713
33900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2998999999999999,0.0
33960,0.0,0.21279692649841309,0.0,0.0,0.0,0.0,0.0,0.0,81,4266,435,0.29755,0.23849
34020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27179000000000014,0.0
34080,0.0,0.252821683883667,0.0,0.0,0.003595590591430664,0.0,0.0,0.0,94,4266,435,0.2998200000000001,0.26565
34140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27463000000000015,0.0
34200,0.0,0.32127881050109863,0.0,0.0,0.0,0.0,0.0,0.0,96,4266,435,0.39830999999999994,0.33374
34260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32125999999999993,0.0
34320,0.0,0.22641587257385254,0.0,0.0,0.009726762771606445,0.0,0.0,0.0,69,4266,435,0.24862000000000004,0.238
34380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30755,0.0
34440,0.0,0.26432228088378906,0.0,0.0,0.0020041465759277344,0.0,0.0,0.0,90,4266,435,0.3095599999999999,0.27787
34500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3433899999999999,0.0
34560,0.0,0.2865300178527832,0.0,0.0,0.0,0.0,0.0,0.0,90,4266,435,0.28489000000000003,0.28971
34620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37048999999999993,0.0
34680,0.0,0.3947734832763672,0.0,0.0,0.002003908157348633,0.0,0.0,0.0,115,4266,435,0.3942400000000001,0.40487
34740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4234200000000001,0.0
34800,0.0,0.3753492832183838,0.0,0.0,0.0,0.0,0.0,0.0,98,4266,435,0.4036600000000001,0.39404
34860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4322400000000001,0.0
34920,0.0,0.30221033096313477,0.0,0.0,0.0,0.0,0.0,0.0,97,4266,435,0.3634299999999999,0.31883
34980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27941,0.0
35040,0.0,0.32779502868652344,0.0,0.0,0.0,0.0,0.0,0.0,98,4266,435,0.3496699999999998,0.33281
35100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35947999999999986,0.0
35160,0.0,0.26824116706848145,0.0,0.0,0.0,0.0,0.0,0.0,91,4266,435,0.35846,0.28213
35220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3598200000000001,0.0
35280,0.0,0.39298391342163086,0.0,0.0,0.0,0.0,0.0,0.0,121,4266,435,0.3984200000000001,0.40699
35340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44809000000000015,0.0
35400,0.0,0.35030102729797363,0.0,0.0,0.0,0.0,0.0,0.0,107,4266,435,0.35731000000000024,0.35751
35460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38775999999999977,0.0
35520,0.0,0.4078710079193115,0.0,0.0,0.0020055770874023438,0.0,0.0,0.0,124,4266,435,0.45534,0.42669
35580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43358999999999986,0.0
35640,0.0,0.47441744804382324,0.0,0.0,0.0,0.0,0.0,0.0,123,4266,435,0.43998,0.49243
35700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37286,0.0
35760,0.0,0.33478784561157227,0.0,0.0,0.0,0.0,0.0,0.0,119,4266,435,0.38763000000000003,0.34871
35820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39431,0.0
35880,0.0,0.33539438247680664,0.0,0.0,0.0,0.0,0.0,0.0,119,4266,435,0.4036000000000001,0.35195
35940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33309000000000005,0.0
36000,0.0,0.4316751956939697,0.0,0.0,0.0,0.0,0.0,0.0,106,4266,435,0.4506500000000002,0.44858
36060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34731000000000006,0.0
36120,0.0,0.34848713874816895,0.0,0.0,0.01578974723815918,0.0,0.0,0.0,98,4266,435,0.33274000000000004,0.37345
36180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37491,0.0
36240,0.0,0.3520193099975586,0.0,0.0,0.0,0.0,0.0,0.0,104,4266,435,0.34987000000000007,0.36414
36300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157399999999999,0.0
36360,0.0,0.3435697555541992,0.0,0.0,0.0017473697662353516,0.0,0.0,0.0,101,4266,435,0.3640900000000001,0.34267
36420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39039,0.0
36480,0.0,0.3341033458709717,0.0,0.0,0.0,0.0,0.0,0.0,105,4266,435,0.38792,0.34848
36540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45127999999999996,0.0
36600,0.0,0.27333974838256836,0.0,0.0,0.0020041465759277344,0.0,0.0,0.0,102,4266,435,0.37462999999999996,0.28347
36660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34367000000000003,0.0
36720,0.0,0.2977564334869385,0.0,0.0,0.0,0.0,0.0,0.0,98,4266,435,0.35688,0.31655
36780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37449,0.0
36840,0.0,0.41501545906066895,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,107,4266,435,0.42810000000000004,0.43317
36900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49558000000000013,0.0
36960,0.0,0.3148832321166992,0.0,0.0,0.0,0.0,0.0,0.0,110,4266,435,0.3675400000000001,0.3336
37020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27168999999999993,0.0
37080,0.0,0.3439042568206787,0.0,0.0,0.002002716064453125,0.0,0.0,0.0,99,4266,435,0.35587000000000013,0.35806
37140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37324999999999986,0.0
37200,0.0,0.28827452659606934,0.0,0.0,0.0,0.0,0.0,0.0,89,4266,435,0.32186,0.29323
37260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26192,0.0
37320,0.0,0.3019735813140869,0.0,0.0,0.0,0.0,0.0,0.0,100,4266,435,0.37251999999999985,0.32089
37380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3769799999999999,0.0
37440,0.0,0.3033108711242676,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,91,4266,435,0.3460700000000001,0.32389
37500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40107,0.0
37560,0.0,0.2879760265350342,0.0,0.0,0.0,0.0,0.0,0.0,91,4266,435,0.33465999999999996,0.29542
37620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928699999999999,0.0
37680,0.0,0.301755428314209,0.0,0.0,0.0,0.0,0.0,0.0,79,4266,435,0.26641000000000004,0.3161
37740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44425000000000014,0.0
37800,0.0,0.28386473655700684,0.0,0.0,0.0,0.0,0.0,0.0,98,4266,435,0.31143999999999994,0.29111
37860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22393999999999992,0.0
37920,0.0,0.3057875633239746,0.0,0.0,0.004286527633666992,0.0,0.0,0.0,81,4266,435,0.30948999999999993,0.31107
37980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29375000000000007,0.0
38040,0.0,0.24485468864440918,0.0,0.0,0.0,0.0,0.0,0.0,87,4266,435,0.3118100000000002,0.25484
38100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464,0.0
38160,0.0,0.2549881935119629,0.0,0.0,0.001744985580444336,0.0,0.0,0.0,81,4266,435,0.27103,0.2688
38220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25587,0.0
38280,0.0,0.23575210571289062,0.0,0.0,0.0,0.0,0.0,0.0,74,4266,435,0.2765999999999999,0.25002
38340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20762999999999998,0.0
38400,0.0,0.19126176834106445,0.0,0.0,0.0,0.0,0.0,0.0,60,4266,435,0.23842,0.20667
38460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26037,0.0
38520,0.0,0.1592259407043457,0.0,0.0,0.0,0.0,0.0,0.0,56,4266,435,0.1741,0.16389
38580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25211,0.0
38640,0.0,0.20523452758789062,0.0,0.0,0.0,0.0,0.0,0.0,65,4266,435,0.22830999999999999,0.22653
38700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22982000000000002,0.0
38760,0.0,0.17663788795471191,0.0,0.0,0.0,0.0,0.0,0.0,53,4266,435,0.24205999999999997,0.19597
38820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22362999999999997,0.0
38880,0.0,0.18105483055114746,0.0,0.0,0.0,0.0,0.0,0.0,60,4266,435,0.24469,0.2015
38940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17232,0.0
39000,0.0,0.17113637924194336,0.0,0.0,0.0,0.0,0.0,0.0,58,4266,435,0.17956999999999995,0.18357
39060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24059999999999998,0.0
39120,0.0,0.16968703269958496,0.0,0.0,0.0020024776458740234,0.0,0.0,0.0,49,4266,435,0.15885000000000005,0.17084
39180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16937000000000005,0.0
39240,0.0,0.1461780071258545,0.0,0.0,0.0,0.0,0.0,0.0,44,4266,435,0.16344,0.16036
39300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24233999999999994,0.0
39360,0.0,0.10185623168945312,0.0,0.0,0.0,0.0,0.0,0.0,46,4266,435,0.13348999999999997,0.11983
39420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16589999999999996,0.0
39480,0.0,0.15544557571411133,0.0,0.0,0.0020046234130859375,0.0,0.0,0.0,45,4266,435,0.16448,0.16691
39540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14784,0.0
39600,0.0,2.2305526733398438,0.0,0.0,0.002004861831665039,0.0,0.0,0.0,710,4266,435,2.421989999999998,2.25247
